sample_idx,predicted_class,original_prediction,baseline_prediction,r2_mean,method,deletion_auc,insertion_auc,gap_auc,n_positive_segments
60,1,0.9999587535858154,0.0084176491945981,-0.4044574448021244,Solo secciones positivas,0.0368381072167003,0.7819571473768779,0.7451190401601776,14.0
61,1,1.0,0.0084176491945981,-0.5241936384325367,Relevancia a secas,0.1069564060640521,0.9862280189990996,0.8792716129350476,
61,1,1.0,0.0084176491945981,-0.5241936384325367,Relevancia absoluta,0.323382532636435,0.852606294637876,0.5292237620014408,
61,1,1.0,0.0084176491945981,-0.5241936384325367,Solo secciones positivas,0.029411765681399,0.9708358119515812,0.9414240462701822,17.0
62,0,0.4637811481952667,0.0084176491945981,-9.331738210979264,Relevancia a secas,0.7834239853546024,0.4821686613528678,-0.3012553240017346,
62,0,0.4637811481952667,0.0084176491945981,-9.331738210979264,Relevancia absoluta,0.6915862356933457,0.9502398216734744,0.2586535859801289,
62,0,0.4637811481952667,0.0084176491945981,-9.331738210979264,Solo secciones positivas,0.9271828134854636,0.0499811242075844,-0.8772016892778791,18.0
63,0,0.009203128516674,0.0084176491945981,-1.1750546664299613,Relevancia a secas,0.0211230527299145,0.0155160384925289,-0.0056070142373856,
63,0,0.009203128516674,0.0084176491945981,-1.1750546664299613,Relevancia absoluta,0.0143034294144146,0.0089269317169156,-0.005376497697499,
63,0,0.009203128516674,0.0084176491945981,-1.1750546664299613,Solo secciones positivas,0.0210284894797951,0.0104295405559241,-0.0105989489238709,20.0
64,1,1.0,0.0084176491945981,-0.1812585521025687,Relevancia a secas,0.0640947442685042,0.9862279560830858,0.9221332118145816,
64,1,1.0,0.0084176491945981,-0.1812585521025687,Relevancia absoluta,0.6926490670310966,0.9862245486842262,0.2935754816531295,
64,1,1.0,0.0084176491945981,-0.1812585521025687,Solo secciones positivas,0.0278044154951608,0.9724560446209378,0.9446516291257768,18.0
